index,GHG/Unit,GHG Conversion Factor
32010,kg CO2e,0.177
32010,kg CO2e of CO2 per unit,0.17489
32010,kg CO2e of CH4 per unit,0.0009
32010,kg CO2e of N2O per unit,0.00122
