index,Last level,GHG/Unit,GHG Conversion Factor
32220,100% Laden,kg CO2e,0.40486
32221,100% Laden,kg CO2e,0.01757
32222,100% Laden,kg CO2e,0.23942
32223,100% Laden,kg CO2e,0.38531
3220,Average laden,kg CO2e,0.12296
3221,Average laden,kg CO2e,0.11851
3222,Average laden,kg CO2e,0.19073
3223,Average laden,kg CO2e,0.09246
3224,Average laden,kg CO2e,0.14453
3225,Average laden,kg CO2e,0.23259
3226,Average laden,kg CO2e,0.03736
3227,Average laden,kg CO2e,0.23756
3228,Average laden,kg CO2e,0.38231
3229,Average laden,kg CO2e,0.04332
32210,Average laden,kg CO2e,0.20099
32211,Average laden,kg CO2e,0.32347
32212,Average laden,kg CO2e,0.02731
32213,Average laden,kg CO2e,0.18538
32214,Average laden,kg CO2e,0.29835
32215,Average laden,kg CO2e,0.01799
32216,Average laden,kg CO2e,0.22058
32217,Average laden,kg CO2e,0.35499
32218,Average laden,kg CO2e,0.01823
32219,Average laden,kg CO2e,0.21898
32220,Average laden,kg CO2e,0.35241
32221,Average laden,kg CO2e,0.02359
32222,Average laden,kg CO2e,0.21154
32223,Average laden,kg CO2e,0.34045
3230,0% Laden,kg CO2e,
3231,0% Laden,kg CO2e,0.13155
3232,0% Laden,kg CO2e,0.2117
3233,0% Laden,kg CO2e,
3234,0% Laden,kg CO2e,0.15756
3235,0% Laden,kg CO2e,0.25357
3236,0% Laden,kg CO2e,
3237,0% Laden,kg CO2e,0.21678
3238,0% Laden,kg CO2e,0.34888
3239,0% Laden,kg CO2e,
32310,0% Laden,kg CO2e,0.1914
32311,0% Laden,kg CO2e,0.30803
32312,0% Laden,kg CO2e,
32313,0% Laden,kg CO2e,0.17199
32314,0% Laden,kg CO2e,0.27679
32315,0% Laden,kg CO2e,
32316,0% Laden,kg CO2e,0.17602
32317,0% Laden,kg CO2e,0.28327
32318,0% Laden,kg CO2e,
32319,0% Laden,kg CO2e,0.17583
32320,0% Laden,kg CO2e,0.28297
32321,0% Laden,kg CO2e,
32322,0% Laden,kg CO2e,0.1822
32323,0% Laden,kg CO2e,0.29322
3230,50% Laden,kg CO2e,0.12758
3231,50% Laden,kg CO2e,0.14299
3232,50% Laden,kg CO2e,0.23011
3233,50% Laden,kg CO2e,0.07603
3234,50% Laden,kg CO2e,0.18007
3235,50% Laden,kg CO2e,0.2898
3236,50% Laden,kg CO2e,0.0582
3237,50% Laden,kg CO2e,0.26437
3238,50% Laden,kg CO2e,0.42546
3239,50% Laden,kg CO2e,0.06206
32310,50% Laden,kg CO2e,0.22823
32311,50% Laden,kg CO2e,0.3673
32312,50% Laden,kg CO2e,0.03167
32313,50% Laden,kg CO2e,0.21499
32314,50% Laden,kg CO2e,0.34599
32315,50% Laden,kg CO2e,0.02602
32316,50% Laden,kg CO2e,0.23469
32317,50% Laden,kg CO2e,0.37769
32318,50% Laden,kg CO2e,0.02617
32319,50% Laden,kg CO2e,0.23379
32320,50% Laden,kg CO2e,0.37625
32321,50% Laden,kg CO2e,0.03387
32322,50% Laden,kg CO2e,0.23157
32323,50% Laden,kg CO2e,0.37268
3230,100% Laden,kg CO2e,0.06889
3231,100% Laden,kg CO2e,0.15442
3232,100% Laden,kg CO2e,0.24852
3233,100% Laden,kg CO2e,0.04277
3234,100% Laden,kg CO2e,0.20258
3235,100% Laden,kg CO2e,0.32602
3236,100% Laden,kg CO2e,0.03434
3237,100% Laden,kg CO2e,0.31196
3238,100% Laden,kg CO2e,0.50205
3239,100% Laden,kg CO2e,0.03624
32310,100% Laden,kg CO2e,0.26506
32311,100% Laden,kg CO2e,0.42657
32312,100% Laden,kg CO2e,0.019
32313,100% Laden,kg CO2e,0.25799
32314,100% Laden,kg CO2e,0.41519
32315,100% Laden,kg CO2e,0.01626
32316,100% Laden,kg CO2e,0.29336
32317,100% Laden,kg CO2e,0.47212
32318,100% Laden,kg CO2e,0.01634
32319,100% Laden,kg CO2e,0.29175
32320,100% Laden,kg CO2e,0.46952
32321,100% Laden,kg CO2e,0.02062
32322,100% Laden,kg CO2e,0.28095
32323,100% Laden,kg CO2e,0.45215
3230,Average laden,kg CO2e,0.14669
3231,Average laden,kg CO2e,0.14138
3232,Average laden,kg CO2e,0.22754
3233,Average laden,kg CO2e,0.11031
3234,Average laden,kg CO2e,0.17242
3235,Average laden,kg CO2e,0.27748
3236,Average laden,kg CO2e,0.04457
3237,Average laden,kg CO2e,0.2834
3238,Average laden,kg CO2e,0.45609
3239,Average laden,kg CO2e,0.05168
32310,Average laden,kg CO2e,0.23978
32311,Average laden,kg CO2e,0.3859
32312,Average laden,kg CO2e,0.03167
32313,Average laden,kg CO2e,0.21499
32314,Average laden,kg CO2e,0.34599
32315,Average laden,kg CO2e,0.02086
32316,Average laden,kg CO2e,0.25581
32317,Average laden,kg CO2e,0.41169
32318,Average laden,kg CO2e,0.02114
32319,Average laden,kg CO2e,0.25395
32320,Average laden,kg CO2e,0.40869
32321,Average laden,kg CO2e,0.02769
32322,Average laden,kg CO2e,0.24824
32323,Average laden,kg CO2e,0.3995
3240,With RF,kg CO2e,0.57429
3241,With RF,kg CO2e,0.20515
3242,With RF,kg CO2e,0.13516
3243,With RF,kg CO2e,0.13516
3240,Without RF,kg CO2e,0.57429
3241,Without RF,kg CO2e,0.20515
3242,Without RF,kg CO2e,0.13516
3243,Without RF,kg CO2e,0.13516
3250,Freight train,kg CO2e,0.00691
3260,"200,000+ dwt",kg CO2e,0.00067
3261,"120,000–199,999 dwt",kg CO2e,0.00101
3262,"80,000–119,999 dwt",kg CO2e,0.00135
3263,"60,000–79,999 dwt",kg CO2e,0.00172
3264,"10,000–59,999 dwt",kg CO2e,0.00209
3265,0–9999 dwt,kg CO2e,0.00764
3266,Average,kg CO2e,0.00104
3267,"60,000+ dwt",kg CO2e,0.00131
