index,Last level,GHG/Unit,GHG Conversion Factor
1321,Emissions including only Kyoto products,kg CO2e,15.0
1322,Emissions including only Kyoto products,kg CO2e,21.0
1323,Emissions including only Kyoto products,kg CO2e,1902.0
1324,Emissions including only Kyoto products,kg CO2e,1205.0
1325,Emissions including only Kyoto products,kg CO2e,1780.0
1326,Emissions including only Kyoto products,kg CO2e,3471.0
1327,Emissions including only Kyoto products,kg CO2e,3943.0
1328,Emissions including only Kyoto products,kg CO2e,3920.0
1329,Emissions including only Kyoto products,kg CO2e,
13210,Emissions including only Kyoto products,kg CO2e,1923.0
13211,Emissions including only Kyoto products,kg CO2e,2547.0
13212,Emissions including only Kyoto products,kg CO2e,1624.0
13213,Emissions including only Kyoto products,kg CO2e,1487.0
13214,Emissions including only Kyoto products,kg CO2e,1425.0
13215,Emissions including only Kyoto products,kg CO2e,1674.0
13216,Emissions including only Kyoto products,kg CO2e,2430.0
13217,Emissions including only Kyoto products,kg CO2e,
13218,Emissions including only Kyoto products,kg CO2e,
13219,Emissions including only Kyoto products,kg CO2e,1924.0
13220,Emissions including only Kyoto products,kg CO2e,2048.0
13221,Emissions including only Kyoto products,kg CO2e,15.0
13222,Emissions including only Kyoto products,kg CO2e,4.0
13223,Emissions including only Kyoto products,kg CO2e,445.0
13224,Emissions including only Kyoto products,kg CO2e,1945.0
13225,Emissions including only Kyoto products,kg CO2e,
13226,Emissions including only Kyoto products,kg CO2e,
13227,Emissions including only Kyoto products,kg CO2e,25.0
13228,Emissions including only Kyoto products,kg CO2e,104.0
13229,Emissions including only Kyoto products,kg CO2e,767.0
13230,Emissions including only Kyoto products,kg CO2e,2127.0
13231,Emissions including only Kyoto products,kg CO2e,2742.0
13232,Emissions including only Kyoto products,kg CO2e,1643.0
13233,Emissions including only Kyoto products,kg CO2e,3.0
13234,Emissions including only Kyoto products,kg CO2e,2688.0
13235,Emissions including only Kyoto products,kg CO2e,2161.0
13236,Emissions including only Kyoto products,kg CO2e,1144.0
13237,Emissions including only Kyoto products,kg CO2e,2385.0
13238,Emissions including only Kyoto products,kg CO2e,2890.0
13239,Emissions including only Kyoto products,kg CO2e,2847.0
13240,Emissions including only Kyoto products,kg CO2e,2290.0
13241,Emissions including only Kyoto products,kg CO2e,2794.0
13242,Emissions including only Kyoto products,kg CO2e,2473.0
13243,Emissions including only Kyoto products,kg CO2e,2350.0
13244,Emissions including only Kyoto products,kg CO2e,2274.0
13245,Emissions including only Kyoto products,kg CO2e,2212.0
13246,Emissions including only Kyoto products,kg CO2e,1431.0
13247,Emissions including only Kyoto products,kg CO2e,1371.0
13248,Emissions including only Kyoto products,kg CO2e,2024.0
13249,Emissions including only Kyoto products,kg CO2e,3417.0
13250,Emissions including only Kyoto products,kg CO2e,13.8
13251,Emissions including only Kyoto products,kg CO2e,105.0
13252,Emissions including only Kyoto products,kg CO2e,40.0
13253,Emissions including only Kyoto products,kg CO2e,
13254,Emissions including only Kyoto products,kg CO2e,
13255,Emissions including only Kyoto products,kg CO2e,
13256,Emissions including only Kyoto products,kg CO2e,
13257,Emissions including only Kyoto products,kg CO2e,3075.0
13258,Emissions including only Kyoto products,kg CO2e,27.6
13259,Emissions including only Kyoto products,kg CO2e,
13260,Emissions including only Kyoto products,kg CO2e,
13261,Emissions including only Kyoto products,kg CO2e,1639.0
13262,Emissions including only Kyoto products,kg CO2e,2059.0
13263,Emissions including only Kyoto products,kg CO2e,1828.0
13264,Emissions including only Kyoto products,kg CO2e,156.0
13265,Emissions including only Kyoto products,kg CO2e,
13266,Emissions including only Kyoto products,kg CO2e,1754.0
13267,Emissions including only Kyoto products,kg CO2e,
13268,Emissions including only Kyoto products,kg CO2e,88.0
13269,Emissions including only Kyoto products,kg CO2e,117.0
13270,Emissions including only Kyoto products,kg CO2e,36.0
13271,Emissions including only Kyoto products,kg CO2e,
13272,Emissions including only Kyoto products,kg CO2e,
13273,Emissions including only Kyoto products,kg CO2e,4972.0
13274,Emissions including only Kyoto products,kg CO2e,326.0
13275,Emissions including only Kyoto products,kg CO2e,
13276,Emissions including only Kyoto products,kg CO2e,
13277,Emissions including only Kyoto products,kg CO2e,3985.0
13278,Emissions including only Kyoto products,kg CO2e,11607.0
13279,Emissions including only Kyoto products,kg CO2e,11698.0
13280,Emissions including only Kyoto products,kg CO2e,4984.0
13281,Emissions including only Kyoto products,kg CO2e,
13282,Emissions including only Kyoto products,kg CO2e,6.9
13283,Emissions including only Kyoto products,kg CO2e,196.0
1320,Emissions including only non-Kyoto products,kg CO2e,1112.0
1321,Emissions including only non-Kyoto products,kg CO2e,1221.0
1322,Emissions including only non-Kyoto products,kg CO2e,855.0
1323,Emissions including only non-Kyoto products,kg CO2e,669.0
1324,Emissions including only non-Kyoto products,kg CO2e,1056.0
1325,Emissions including only non-Kyoto products,kg CO2e,1320.0
1326,Emissions including only non-Kyoto products,kg CO2e,986.0
1327,Emissions including only non-Kyoto products,kg CO2e,
1328,Emissions including only non-Kyoto products,kg CO2e,901.0
1329,Emissions including only non-Kyoto products,kg CO2e,1780.0
13210,Emissions including only non-Kyoto products,kg CO2e,
13211,Emissions including only non-Kyoto products,kg CO2e,
13212,Emissions including only non-Kyoto products,kg CO2e,
13213,Emissions including only non-Kyoto products,kg CO2e,
13214,Emissions including only non-Kyoto products,kg CO2e,
13215,Emissions including only non-Kyoto products,kg CO2e,
13216,Emissions including only non-Kyoto products,kg CO2e,827.0
13217,Emissions including only non-Kyoto products,kg CO2e,1485.0
13218,Emissions including only non-Kyoto products,kg CO2e,1474.0
13219,Emissions including only non-Kyoto products,kg CO2e,
13220,Emissions including only non-Kyoto products,kg CO2e,
13221,Emissions including only non-Kyoto products,kg CO2e,1540.0
13222,Emissions including only non-Kyoto products,kg CO2e,1654.0
13223,Emissions including only non-Kyoto products,kg CO2e,1727.0
13224,Emissions including only non-Kyoto products,kg CO2e,
13225,Emissions including only non-Kyoto products,kg CO2e,1375.0
13226,Emissions including only non-Kyoto products,kg CO2e,1274.0
13227,Emissions including only non-Kyoto products,kg CO2e,1443.0
13228,Emissions including only non-Kyoto products,kg CO2e,440.0
13229,Emissions including only non-Kyoto products,kg CO2e,208.0
13230,Emissions including only non-Kyoto products,kg CO2e,
13231,Emissions including only non-Kyoto products,kg CO2e,
13232,Emissions including only non-Kyoto products,kg CO2e,
13233,Emissions including only non-Kyoto products,kg CO2e,1690.0
13234,Emissions including only non-Kyoto products,kg CO2e,
13235,Emissions including only non-Kyoto products,kg CO2e,
13236,Emissions including only non-Kyoto products,kg CO2e,238.0
13237,Emissions including only non-Kyoto products,kg CO2e,
13238,Emissions including only non-Kyoto products,kg CO2e,
13239,Emissions including only non-Kyoto products,kg CO2e,
13240,Emissions including only non-Kyoto products,kg CO2e,
13241,Emissions including only non-Kyoto products,kg CO2e,
13242,Emissions including only non-Kyoto products,kg CO2e,
13243,Emissions including only non-Kyoto products,kg CO2e,
13244,Emissions including only non-Kyoto products,kg CO2e,
13245,Emissions including only non-Kyoto products,kg CO2e,
13246,Emissions including only non-Kyoto products,kg CO2e,
13247,Emissions including only non-Kyoto products,kg CO2e,
13248,Emissions including only non-Kyoto products,kg CO2e,
13249,Emissions including only non-Kyoto products,kg CO2e,
13250,Emissions including only non-Kyoto products,kg CO2e,1.5
13251,Emissions including only non-Kyoto products,kg CO2e,1.0
13252,Emissions including only non-Kyoto products,kg CO2e,
13253,Emissions including only non-Kyoto products,kg CO2e,1.8
13254,Emissions including only non-Kyoto products,kg CO2e,0.64
13255,Emissions including only non-Kyoto products,kg CO2e,0.16
13256,Emissions including only non-Kyoto products,kg CO2e,0.55
13257,Emissions including only non-Kyoto products,kg CO2e,
13258,Emissions including only non-Kyoto products,kg CO2e,0.8
13259,Emissions including only non-Kyoto products,kg CO2e,1.35
13260,Emissions including only non-Kyoto products,kg CO2e,1.47
13261,Emissions including only non-Kyoto products,kg CO2e,
13262,Emissions including only non-Kyoto products,kg CO2e,
13263,Emissions including only non-Kyoto products,kg CO2e,
13264,Emissions including only non-Kyoto products,kg CO2e,
13265,Emissions including only non-Kyoto products,kg CO2e,0.23
13266,Emissions including only non-Kyoto products,kg CO2e,
