index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor
1648,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Unknown,miles,kWh (Net CV),
1649,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Unknown,tonne.km,kWh (Net CV),2.48303
16410,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Unknown,km,kWh (Net CV),0.98934
16411,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Unknown,miles,kWh (Net CV),1.59219
1640,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),
1641,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),
1642,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),
1643,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),
1644,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),
1645,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),
1646,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),1.41725
1647,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.55914
1648,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.89985
1649,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),1.41725
16410,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.55914
16411,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.89985
1640,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,tonne.km,kWh (Net CV),0.0
1641,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kWh (Net CV),0.0
1642,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,miles,kWh (Net CV),0.0
1643,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,tonne.km,kWh (Net CV),0.0
1644,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kWh (Net CV),0.0
1645,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,miles,kWh (Net CV),0.0
1646,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kWh (Net CV),0.0
1647,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kWh (Net CV),0.0
1648,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,miles,kWh (Net CV),0.0
1649,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kWh (Net CV),0.0
16410,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kWh (Net CV),0.0
16411,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,miles,kWh (Net CV),0.0
1650,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,tonne.km,kWh (Net CV),
1651,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kWh (Net CV),1.77572
1652,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,miles,kWh (Net CV),2.85774
1653,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,tonne.km,kWh (Net CV),
1654,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kWh (Net CV),2.11587
1655,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,miles,kWh (Net CV),3.40516
1656,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),0% Laden,tonne.km,kWh (Net CV),
1657,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),0% Laden,km,kWh (Net CV),2.97151
1658,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),0% Laden,miles,kWh (Net CV),4.78218
1659,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,0% Laden,tonne.km,kWh (Net CV),
16510,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,0% Laden,km,kWh (Net CV),2.60875
16511,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,0% Laden,miles,kWh (Net CV),4.19838
16512,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,tonne.km,kWh (Net CV),
16513,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kWh (Net CV),2.39668
16514,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kWh (Net CV),3.85708
16515,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),0% Laden,tonne.km,kWh (Net CV),
16516,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),0% Laden,km,kWh (Net CV),2.46257
16517,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),0% Laden,miles,kWh (Net CV),3.96313
16518,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,0% Laden,tonne.km,kWh (Net CV),
16519,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,0% Laden,km,kWh (Net CV),2.46007
16520,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,0% Laden,miles,kWh (Net CV),3.9591
16521,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,0% Laden,tonne.km,kWh (Net CV),
16522,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,0% Laden,km,kWh (Net CV),2.52083
16523,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,0% Laden,miles,kWh (Net CV),4.05688
1650,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,tonne.km,kWh (Net CV),1.76854
1651,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kWh (Net CV),1.93013
1652,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,miles,kWh (Net CV),3.10624
1653,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,tonne.km,kWh (Net CV),1.01776
1654,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kWh (Net CV),2.41813
1655,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,miles,kWh (Net CV),3.89161
1656,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),50% Laden,tonne.km,kWh (Net CV),0.81294
1657,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),50% Laden,km,kWh (Net CV),3.62379
1658,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),50% Laden,miles,kWh (Net CV),5.83193
1659,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,50% Laden,tonne.km,kWh (Net CV),0.86921
16510,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,50% Laden,km,kWh (Net CV),3.11069
16511,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,50% Laden,miles,kWh (Net CV),5.00616
16512,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,tonne.km,kWh (Net CV),0.49179
16513,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kWh (Net CV),2.99585
16514,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kWh (Net CV),4.82135
16515,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),50% Laden,tonne.km,kWh (Net CV),0.36784
16516,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),50% Laden,km,kWh (Net CV),3.28343
16517,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),50% Laden,miles,kWh (Net CV),5.28417
16518,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,50% Laden,tonne.km,kWh (Net CV),0.37029
16519,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,50% Laden,km,kWh (Net CV),3.27252
16520,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,50% Laden,miles,kWh (Net CV),5.26661
16521,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,50% Laden,tonne.km,kWh (Net CV),0.46887
16522,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,50% Laden,km,kWh (Net CV),3.20639
16523,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,50% Laden,miles,kWh (Net CV),5.16018
1650,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,tonne.km,kWh (Net CV),0.95501
1651,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kWh (Net CV),2.08454
1652,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,miles,kWh (Net CV),3.35474
1653,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,tonne.km,kWh (Net CV),0.57249
1654,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kWh (Net CV),2.7204
1655,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,miles,kWh (Net CV),4.37806
1656,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),100% Laden,tonne.km,kWh (Net CV),0.47963
1657,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),100% Laden,km,kWh (Net CV),4.27608
1658,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),100% Laden,miles,kWh (Net CV),6.88168
1659,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,100% Laden,tonne.km,kWh (Net CV),0.50724
16510,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,100% Laden,km,kWh (Net CV),3.61262
16511,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,100% Laden,miles,kWh (Net CV),5.81395
16512,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,tonne.km,kWh (Net CV),0.29507
16513,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kWh (Net CV),3.59502
16514,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kWh (Net CV),5.78562
16515,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),100% Laden,tonne.km,kWh (Net CV),0.2299
16516,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),100% Laden,km,kWh (Net CV),4.10429
16517,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),100% Laden,miles,kWh (Net CV),6.60521
16518,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,100% Laden,tonne.km,kWh (Net CV),0.23119
16519,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,100% Laden,km,kWh (Net CV),4.08496
16520,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,100% Laden,miles,kWh (Net CV),6.57411
16521,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,100% Laden,tonne.km,kWh (Net CV),0.28573
16522,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,100% Laden,km,kWh (Net CV),3.89194
16523,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,100% Laden,miles,kWh (Net CV),6.26347
1650,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average Laden,tonne.km,kWh (Net CV),2.03341
1651,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average Laden,km,kWh (Net CV),1.90851
1652,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average Laden,miles,kWh (Net CV),3.07145
1653,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average Laden,tonne.km,kWh (Net CV),1.39942
1654,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average Laden,km,kWh (Net CV),2.32745
1655,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average Laden,miles,kWh (Net CV),3.74567
1656,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),Average Laden,tonne.km,kWh (Net CV),0.65963
1657,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),Average Laden,km,kWh (Net CV),3.81861
1658,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),Average Laden,miles,kWh (Net CV),6.14546
1659,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,Average Laden,tonne.km,kWh (Net CV),0.75975
16510,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,Average Laden,km,kWh (Net CV),3.22545
16511,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,Average Laden,miles,kWh (Net CV),5.19086
16512,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),Average Laden,tonne.km,kWh (Net CV),0.48407
16513,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),Average Laden,km,kWh (Net CV),3.00783
16514,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),Average Laden,miles,kWh (Net CV),4.84063
16515,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),Average Laden,tonne.km,kWh (Net CV),0.29481
16516,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),Average Laden,km,kWh (Net CV),3.57894
16517,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),Average Laden,miles,kWh (Net CV),5.75974
16518,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,Average Laden,tonne.km,kWh (Net CV),0.29856
16519,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,Average Laden,km,kWh (Net CV),3.55727
16520,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,Average Laden,miles,kWh (Net CV),5.72487
16521,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,Average Laden,tonne.km,kWh (Net CV),0.38968
16522,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,Average Laden,km,kWh (Net CV),3.42167
16523,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,Average Laden,miles,kWh (Net CV),5.50665
1660,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,tonne.km,kWh (Net CV),
1661,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kWh (Net CV),2.11842
1662,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,miles,kWh (Net CV),3.40926
1663,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,tonne.km,kWh (Net CV),
1664,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kWh (Net CV),2.52421
1665,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,miles,kWh (Net CV),4.06232
1666,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,tonne.km,kWh (Net CV),
1667,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,km,kWh (Net CV),3.54499
1668,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,miles,kWh (Net CV),5.70511
1669,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,0% Laden,tonne.km,kWh (Net CV),
16610,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,0% Laden,km,kWh (Net CV),3.11222
16611,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,0% Laden,miles,kWh (Net CV),5.00863
16612,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,tonne.km,kWh (Net CV),
16613,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kWh (Net CV),2.77793
16614,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kWh (Net CV),4.47064
16615,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),0% Laden,tonne.km,kWh (Net CV),
16616,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),0% Laden,km,kWh (Net CV),2.8543
16617,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),0% Laden,miles,kWh (Net CV),4.59355
16618,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,0% Laden,tonne.km,kWh (Net CV),
16619,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,0% Laden,km,kWh (Net CV),2.8514
16620,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,0% Laden,miles,kWh (Net CV),4.58889
16621,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,0% Laden,tonne.km,kWh (Net CV),
16622,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,0% Laden,km,kWh (Net CV),2.95677
16623,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,0% Laden,miles,kWh (Net CV),4.75846
1660,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,tonne.km,kWh (Net CV),2.10985
1661,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kWh (Net CV),2.30263
1662,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,miles,kWh (Net CV),3.70572
1663,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,tonne.km,kWh (Net CV),1.21418
1664,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kWh (Net CV),2.88481
1665,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,miles,kWh (Net CV),4.64265
1666,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,tonne.km,kWh (Net CV),0.96983
1667,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,kWh (Net CV),4.32316
1668,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,kWh (Net CV),6.95745
1669,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,50% Laden,tonne.km,kWh (Net CV),1.03696
16610,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,50% Laden,km,kWh (Net CV),3.71102
16611,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,50% Laden,miles,kWh (Net CV),5.97231
16612,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,tonne.km,kWh (Net CV),0.57002
16613,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kWh (Net CV),3.47241
16614,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kWh (Net CV),5.5883
16615,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),50% Laden,tonne.km,kWh (Net CV),0.42635
16616,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),50% Laden,km,kWh (Net CV),3.80574
16617,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),50% Laden,miles,kWh (Net CV),6.12474
16618,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,50% Laden,tonne.km,kWh (Net CV),0.4292
16619,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,50% Laden,km,kWh (Net CV),3.79309
16620,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,50% Laden,miles,kWh (Net CV),6.10438
16621,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,50% Laden,tonne.km,kWh (Net CV),0.54995
16622,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,50% Laden,km,kWh (Net CV),3.76088
16623,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All HGVs,50% Laden,miles,kWh (Net CV),6.05255
1660,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,tonne.km,kWh (Net CV),1.13932
1661,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kWh (Net CV),2.48684
1662,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,miles,kWh (Net CV),4.00218
1663,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,tonne.km,kWh (Net CV),0.68297
1664,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kWh (Net CV),3.24541
1665,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,miles,kWh (Net CV),5.22299
1666,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,tonne.km,kWh (Net CV),0.5722
1667,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kWh (Net CV),5.10133
1668,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,kWh (Net CV),8.20979
1669,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,100% Laden,tonne.km,kWh (Net CV),0.60513
16610,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,100% Laden,km,kWh (Net CV),4.30983
16611,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All rigids,100% Laden,miles,kWh (Net CV),6.93599
16612,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,tonne.km,kWh (Net CV),0.34201
16613,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kWh (Net CV),4.16689
16614,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kWh (Net CV),6.70596
16615,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),100% Laden,tonne.km,kWh (Net CV),0.26647
16616,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),100% Laden,km,kWh (Net CV),4.75717
16617,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Articulated (>33t),100% Laden,miles,kWh (Net CV),7.65592
16618,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,100% Laden,tonne.km,kWh (Net CV),0.26797
16619,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,100% Laden,km,kWh (Net CV),4.73477
16620,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),All artics,100% Laden,miles,kWh (Net CV),7.61988
