index,Last level,GHG/Unit,GHG Conversion Factor
31052,Open-loop,kg CO2e,4.68568
31053,Open-loop,kg CO2e,4.68568
31050,Closed-loop,kg CO2e,4.68568
31051,Closed-loop,kg CO2e,4.68568
31052,Closed-loop,kg CO2e,4.68568
31053,Closed-loop,kg CO2e,4.68568
31050,Incineration with energy recovery,kg CO2e,4.68568
31051,Incineration with energy recovery,kg CO2e,4.68568
31052,Incineration with energy recovery,kg CO2e,4.68568
31053,Incineration with energy recovery,kg CO2e,4.68568
31050,Composting,kg CO2e,
31051,Composting,kg CO2e,
31052,Composting,kg CO2e,
31053,Composting,kg CO2e,
31050,Landfill,kg CO2e,8.98311
31051,Landfill,kg CO2e,8.98311
31052,Landfill,kg CO2e,8.98311
31053,Landfill,kg CO2e,8.98311
31050,Anaerobic digestion,kg CO2e,
31051,Anaerobic digestion,kg CO2e,
31052,Anaerobic digestion,kg CO2e,
31053,Anaerobic digestion,kg CO2e,
31060,Open-loop,kg CO2e,4.68568
31061,Open-loop,kg CO2e,4.68568
31062,Open-loop,kg CO2e,4.68568
31063,Open-loop,kg CO2e,4.68568
31064,Open-loop,kg CO2e,4.68568
31065,Open-loop,kg CO2e,4.68568
31066,Open-loop,kg CO2e,4.68568
31067,Open-loop,kg CO2e,4.68568
31068,Open-loop,kg CO2e,4.68568
31060,Closed-loop,kg CO2e,4.68568
31061,Closed-loop,kg CO2e,4.68568
31062,Closed-loop,kg CO2e,4.68568
31063,Closed-loop,kg CO2e,4.68568
31064,Closed-loop,kg CO2e,4.68568
31065,Closed-loop,kg CO2e,4.68568
31066,Closed-loop,kg CO2e,4.68568
31067,Closed-loop,kg CO2e,4.68568
31068,Closed-loop,kg CO2e,4.68568
31060,Incineration with energy recovery,kg CO2e,4.68568
31061,Incineration with energy recovery,kg CO2e,4.68568
31062,Incineration with energy recovery,kg CO2e,4.68568
31063,Incineration with energy recovery,kg CO2e,4.68568
31064,Incineration with energy recovery,kg CO2e,4.68568
31065,Incineration with energy recovery,kg CO2e,4.68568
31066,Incineration with energy recovery,kg CO2e,4.68568
31067,Incineration with energy recovery,kg CO2e,4.68568
31068,Incineration with energy recovery,kg CO2e,4.68568
31060,Composting,kg CO2e,
31061,Composting,kg CO2e,
31062,Composting,kg CO2e,
31063,Composting,kg CO2e,
31064,Composting,kg CO2e,
31065,Composting,kg CO2e,
31066,Composting,kg CO2e,
31067,Composting,kg CO2e,
31068,Composting,kg CO2e,
31060,Landfill,kg CO2e,8.98311
31061,Landfill,kg CO2e,8.98311
31062,Landfill,kg CO2e,8.98311
31063,Landfill,kg CO2e,8.98311
31064,Landfill,kg CO2e,8.98311
31065,Landfill,kg CO2e,8.98311
31066,Landfill,kg CO2e,8.98311
31067,Landfill,kg CO2e,8.98311
31068,Landfill,kg CO2e,8.98311
31060,Anaerobic digestion,kg CO2e,
31061,Anaerobic digestion,kg CO2e,
31062,Anaerobic digestion,kg CO2e,
31063,Anaerobic digestion,kg CO2e,
31064,Anaerobic digestion,kg CO2e,
31065,Anaerobic digestion,kg CO2e,
31066,Anaerobic digestion,kg CO2e,
31067,Anaerobic digestion,kg CO2e,
31068,Anaerobic digestion,kg CO2e,
31070,Open-loop,kg CO2e,
31071,Open-loop,kg CO2e,
31072,Open-loop,kg CO2e,
31070,Closed-loop,kg CO2e,4.68568
31071,Closed-loop,kg CO2e,4.68568
31072,Closed-loop,kg CO2e,4.68568
31070,Incineration with energy recovery,kg CO2e,4.68568
31071,Incineration with energy recovery,kg CO2e,4.68568
31072,Incineration with energy recovery,kg CO2e,4.68568
31070,Composting,kg CO2e,8.98311
31071,Composting,kg CO2e,8.98311
31072,Composting,kg CO2e,8.98311
31070,Landfill,kg CO2e,1164.4894
31071,Landfill,kg CO2e,1164.4894
31072,Landfill,kg CO2e,1164.4894
31070,Anaerobic digestion,kg CO2e,
31071,Anaerobic digestion,kg CO2e,
31072,Anaerobic digestion,kg CO2e,
