index,GHG/Unit,GHG Conversion Factor
3310,kg CO2e,0.01853
3310,kg CO2e of CO2 per unit,0.01834
3310,kg CO2e of CH4 per unit,8.00E-05
3310,kg CO2e of N2O per unit,0.00011
3320,kg CO2e,0.00945
3320,kg CO2e of CO2 per unit,0.00936
3320,kg CO2e of CH4 per unit,0.00007
3320,kg CO2e of N2O per unit,0.00003
