index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor
3426,Scope 3,UK electricity T&D for EVs,Cars (by size),Average car,Battery Electric Vehicle,km,kg CO2e,0.00384
3427,Scope 3,UK electricity T&D for EVs,Cars (by size),Average car,Battery Electric Vehicle,miles,kg CO2e,0.00618
3420,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00346
3421,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00557
3422,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00363
3423,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00585
3424,Scope 3,UK electricity T&D for EVs,Cars (by size),Large car,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00393
3425,Scope 3,UK electricity T&D for EVs,Cars (by size),Large car,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00633
3426,Scope 3,UK electricity T&D for EVs,Cars (by size),Average car,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00379
3427,Scope 3,UK electricity T&D for EVs,Cars (by size),Average car,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.0061
3420,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,1e-05
3421,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,2e-05
3422,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,2e-05
3423,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,3e-05
3424,Scope 3,UK electricity T&D for EVs,Cars (by size),Large car,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,2e-05
3425,Scope 3,UK electricity T&D for EVs,Cars (by size),Large car,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,3e-05
3426,Scope 3,UK electricity T&D for EVs,Cars (by size),Average car,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,2e-05
3427,Scope 3,UK electricity T&D for EVs,Cars (by size),Average car,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,3e-05
3420,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,Battery Electric Vehicle,km,kg CO2e of N2O per unit,2e-05
3421,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,4e-05
3422,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,Battery Electric Vehicle,km,kg CO2e of N2O per unit,3e-05
3423,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,4e-05
3424,Scope 3,UK electricity T&D for EVs,Cars (by size),Large car,Battery Electric Vehicle,km,kg CO2e of N2O per unit,3e-05
3425,Scope 3,UK electricity T&D for EVs,Cars (by size),Large car,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,4e-05
3426,Scope 3,UK electricity T&D for EVs,Cars (by size),Average car,Battery Electric Vehicle,km,kg CO2e of N2O per unit,3e-05
3427,Scope 3,UK electricity T&D for EVs,Cars (by size),Average car,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,4e-05
3430,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e,
3431,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,
3432,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e,
3433,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e,
3434,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,
3435,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e,
3436,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e,0.00369
3437,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.00146
3438,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.00234
3439,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e,0.00369
34310,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.00146
34311,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.00234
3430,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,
3431,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,
3432,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,
3433,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,
3434,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,
3435,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,
3436,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.00366
3437,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.00144
3438,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00232
3439,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.00366
34310,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.00144
34311,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00232
3430,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,
3431,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,
3432,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,
3433,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,
3434,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,
3435,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,
3436,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,1e-05
3437,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,1e-05
3438,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,1e-05
3439,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,1e-05
34310,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,1e-05
34311,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,1e-05
3430,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of N2O per unit,
3431,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,
3432,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,
3433,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of N2O per unit,
3434,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,
3435,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,
3436,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of N2O per unit,2e-05
3437,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,1e-05
3438,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,1e-05
3439,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of N2O per unit,2e-05
34310,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,1e-05
34311,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,1e-05
3430,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e,0.01183
3431,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e,0.0036
3432,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,miles,kg CO2e,0.00579
3433,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e,0.02361
3434,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e,0.00548
3435,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,miles,kg CO2e,0.00882
3436,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e,0.01945
3437,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e,0.00721
3438,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e,0.01161
3439,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e,0.02084
34310,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e,0.00662
34311,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e,0.01066
3430,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.01167
3431,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00357
3432,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00574
3433,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.02342
3434,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00543
3435,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00874
3436,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.01926
3437,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00715
3438,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.01151
3439,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.02065
34310,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00657
34311,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.01058
3430,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,7e-05
3431,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,1e-05
3432,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,2e-05
3433,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,8e-05
3434,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,2e-05
3435,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,3e-05
3436,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,8e-05
3437,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,2e-05
3438,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,4e-05
3439,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,8e-05
34310,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,2e-05
34311,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,3e-05
3430,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of N2O per unit,9e-05
3431,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,2e-05
3432,Scope 3,UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,miles,kg CO2e of N2O per unit,3e-05
3433,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of N2O per unit,0.00012
3434,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,3e-05
3435,Scope 3,UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,miles,kg CO2e of N2O per unit,4e-05
3436,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of N2O per unit,0.00011
3437,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,4e-05
3438,Scope 3,UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of N2O per unit,5e-05
3439,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of N2O per unit,0.00012
34310,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,3e-05
34311,Scope 3,UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of N2O per unit,4e-05
